tweet,sentiment,tokenized_text,cleaned_text
"ini tolong buat mobil wuling airev tolong bnr, kalo parkir agak majuin moncong nya. supaya dari jauh udah keliatan ada kalian parkir disituu. 4x ngira space kosong taunya ada nyempil si keciel...",negatif,"['ini', 'tolong', 'buat', 'mobil', 'wuling', 'airev', 'tolong', 'bnr', 'kalo', 'parkir', 'agak', 'majuin', 'moncong', 'nya', 'supaya', 'dari', 'jauh', 'udah', 'keliatan', 'ada', 'kalian', 'parkir', 'disituu', '4x', 'ngira', 'space', 'kosong', 'taunya', 'ada', 'nyempil', 'si', 'keciel']","['tolong', 'wuling', 'airev', 'tolong', 'bnr', 'parkir', 'majuin', 'moncong', 'keliatan', 'parkir', 'disituu', '4x', 'ngira', 'space', 'kosong', 'taunya', 'nyempil', 'keciel']"
"Bakal kangen banget Ramadan tahun ini. Choose your fighter edisi takjil Ramadan ya, Sahabat! ?",positif,"['bakal', 'kangen', 'banget', 'ramadan', 'tahun', 'ini', 'choose', 'your', 'fighter', 'edisi', 'takjil', 'ramadan', 'ya', 'sahabat']","['kangen', 'ramadan', 'choose', 'your', 'fighter', 'edisi', 'takjil', 'ramadan']"
"?BREAKING NEWS? Kecelakaan maut terjadi di Tol Jakarta-Cikampek. Informasi sementara, kecelakaan melibatkan 2 mobil dan satu bus. Imbasnya, 9 orang tewas dan 2 orang mengalami luka berat....",negatif,"['breaking', 'news', 'kecelakaan', 'maut', 'terjadi', 'di', 'tol', 'jakartacikampek', 'informasi', 'sementara', 'kecelakaan', 'melibatkan', '2', 'mobil', 'dan', 'satu', 'bus', 'imbasnya', '9', 'orang', 'tewas', 'dan', '2', 'orang', 'mengalami', 'luka', 'berat']","['breaking', 'news', 'kecelakaan', 'maut', 'tol', 'jakartacikampek', 'informasi', 'kecelakaan', 'melibatkan', 'bus', 'imbasnya', '9', 'tewas', 'mengalami', 'luka', 'berat']"
Instagram ramai dengan video seorang pria pengendara mobil Honda HR-V meludah lantaran marah ditegur pengemudi lain. Netizen pun geram dengan aksinya.Translate post,negatif,"['instagram', 'ramai', 'dengan', 'video', 'seorang', 'pria', 'pengendara', 'mobil', 'honda', 'hrv', 'meludah', 'lantaran', 'marah', 'ditegur', 'pengemudi', 'lain', 'netizen', 'pun', 'geram', 'dengan', 'aksinyatranslate', 'post']","['instagram', 'ramai', 'pengendara', 'honda', 'hrv', 'meludah', 'lantaran', 'marah', 'ditegur', 'pengemudi', 'netizen', 'geram', 'aksinyatranslate']"
"Pengemudi mobil Honda HRV yang menjadi perbincangan karena perilaku arogannya parkir mobil di tengah jalan dan meludahi pengendara lain saat ditegur, telah menyampaikan permintaan maafnya....",negatif,"['pengemudi', 'mobil', 'honda', 'hrv', 'yang', 'menjadi', 'perbincangan', 'karena', 'perilaku', 'arogannya', 'parkir', 'mobil', 'di', 'tengah', 'jalan', 'dan', 'meludahi', 'pengendara', 'lain', 'saat', 'ditegur', 'telah', 'menyampaikan', 'permintaan', 'maafnya']","['pengemudi', 'honda', 'hrv', 'perbincangan', 'arogannya', 'parkir', 'meludahi', 'pengendara', 'ditegur', 'permintaan', 'maafnya']"
"Eits lupa,..... ada yg ketinggalan, termasuk Mobil Honda HRV Tahun 2015 yg di pakai kemarin dg taksiran harga Rp196 juta Pokok nya josTranslate post",netral,"['eits', 'lupa', 'ada', 'yg', 'ketinggalan', 'termasuk', 'mobil', 'honda', 'hrv', 'tahun', '2015', 'yg', 'di', 'pakai', 'kemarin', 'dg', 'taksiran', 'harga', 'rp196', 'juta', 'pokok', 'nya', 'jostranslate', 'post']","['eits', 'ketinggalan', 'honda', 'hrv', '2015', 'pakai', 'kemarin', 'taksiran', 'rp196', 'juta', 'pokok', 'jostranslate']"
"Viral di media sosial seorang pria meludahi pengendara mobil lain usai berhenti di tengah jalan. Peristiwa itu terjadi di Jalan Masjid Darul Falah, Kelurahan Petukangan Utara, Kecamatan Pesanggraha...",negatif,"['viral', 'di', 'media', 'sosial', 'seorang', 'pria', 'meludahi', 'pengendara', 'mobil', 'lain', 'usai', 'berhenti', 'di', 'tengah', 'jalan', 'peristiwa', 'itu', 'terjadi', 'di', 'jalan', 'masjid', 'darul', 'falah', 'kelurahan', 'petukangan', 'utara', 'kecamatan', 'pesanggraha']","['viral', 'meludahi', 'pengendara', 'berhenti', 'peristiwa', 'masjid', 'darul', 'falah', 'kelurahan', 'petukangan', 'utara', 'kecamatan', 'pesanggraha']"
Selamat malam Indonesia ??. Eh kok seperti ini moralnya? #otakkotorhatimatiTranslate post,positif,"['selamat', 'malam', 'indonesia', 'eh', 'kok', 'seperti', 'ini', 'moralnya', 'post']","['selamat', 'indonesia', 'moralnya']"
Pengemudi HR-V yang Parkir di Tengah Jalan dan Meludah Sampaikan Permohonan MaafTranslate post,negatif,"['pengemudi', 'hrv', 'yang', 'parkir', 'di', 'tengah', 'jalan', 'dan', 'meludah', 'sampaikan', 'permohonan', 'maaftranslate', 'post']","['pengemudi', 'hrv', 'parkir', 'meludah', 'permohonan', 'maaftranslate']"
Mencoba tetap tegar melihat saldo rekening yang terkuras buat ngasih THR ponakan tercinta? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #SmartMove #YourGearTranslate post,netral,"['mencoba', 'tetap', 'tegar', 'melihat', 'saldo', 'rekening', 'yang', 'terkuras', 'buat', 'ngasih', 'thr', 'ponakan', 'tercinta', 'post']","['mencoba', 'tegar', 'rekening', 'terkuras', 'ngasih', 'ponakan', 'tercinta']"
"Ngisi waktu liburan ke wisata mainstream itu biasa! Cobain deh, wisata ekstrim yang bisa kamu kunjungi dengan Suzuki Jimny THREAD #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #SmartMove...",positif,"['ngisi', 'waktu', 'liburan', 'ke', 'wisata', 'mainstream', 'itu', 'biasa', 'cobain', 'deh', 'wisata', 'ekstrim', 'yang', 'bisa', 'kamu', 'kunjungi', 'dengan', 'suzuki', 'jimny', 'thread']","['ngisi', 'liburan', 'wisata', 'mainstream', 'cobain', 'wisata', 'ekstrim', 'kunjungi', 'suzuki', 'jimny']"
"As sum1 yg g lg di angka 2, I can relate a lot. Intinya dg rich exp, semakin realistis sm kehidupan. Prioritas jg lebih buat ningkatin kualitas hidup. Ga nyangkal klo ad yg >30s yg masi childish...",netral,"['as', 'sum1', 'yg', 'g', 'lg', 'di', 'angka', '2', 'i', 'can', 'relate', 'a', 'lot', 'intinya', 'dg', 'rich', 'exp', 'semakin', 'realistis', 'sm', 'kehidupan', 'prioritas', 'jg', 'lebih', 'buat', 'ningkatin', 'kualitas', 'hidup', 'ga', 'nyangkal', 'klo', 'ad', 'yg', '30s', 'yg', 'masi', 'childish']","['as', 'sum1', 'angka', 'can', 'relate', 'a', 'lot', 'intinya', 'rich', 'exp', 'realistis', 'sm', 'kehidupan', 'prioritas', 'ningkatin', 'kualitas', 'hidup', 'nyangkal', 'ad', '30s', 'masi', 'childish']"
"Sebuah mobil Toyota Calya B 1375 RKM menabrak pembatas jalan di Tol Jakarta-Merak KM 72, Kelurahan Unyur, Kota Serang pada Senin (8/4). #Newsupdate #update #news #textTranslate post",negatif,"['sebuah', 'mobil', 'toyota', 'calya', 'b', '1375', 'rkm', 'menabrak', 'pembatas', 'jalan', 'di', 'tol', 'jakartamerak', 'km', '72', 'kelurahan', 'unyur', 'kota', 'serang', 'pada', 'senin', '84', 'post']","['toyota', 'calya', '1375', 'rkm', 'menabrak', 'pembatas', 'tol', 'jakartamerak', 'km', '72', 'kelurahan', 'unyur', 'serang', '84']"
"Kecelakaan tunggal Mobil Toyota Calya di Tol Jakarta - Merak KM 72 sekitar jam 12.30 WIB siang tadi, korban sudah dibawa ke RS Hermina CiruasTranslate post",negatif,"['kecelakaan', 'tunggal', 'mobil', 'toyota', 'calya', 'di', 'tol', 'jakarta', 'merak', 'km', '72', 'sekitar', 'jam', '1230', 'wib', 'siang', 'tadi', 'korban', 'sudah', 'dibawa', 'ke', 'rs', 'hermina', 'ciruastranslate', 'post']","['kecelakaan', 'tunggal', 'toyota', 'calya', 'tol', 'jakarta', 'merak', 'km', '72', 'korban', 'dibawa', 'rs', 'hermina', 'ciruastranslate']"
Widya menepis adanya isu bahwa kecelakaan itu disebabkan karena pengemudi melakukan aksi drift.Translate post,negatif,"['widya', 'menepis', 'adanya', 'isu', 'bahwa', 'kecelakaan', 'itu', 'disebabkan', 'karena', 'pengemudi', 'melakukan', 'aksi', 'drifttranslate', 'post']","['widya', 'menepis', 'isu', 'kecelakaan', 'disebabkan', 'pengemudi', 'aksi', 'drifttranslate']"
"Semoga korban segera bisa diselamatkan dan sembuh kembali. . . Btw, itu mobil mirip kaleng minuman bersoda yang sudah diremas.Translate post",negatif,"['semoga', 'korban', 'segera', 'bisa', 'diselamatkan', 'dan', 'sembuh', 'kembali', 'btw', 'itu', 'mobil', 'mirip', 'kaleng', 'minuman', 'bersoda', 'yang', 'sudah', 'diremastranslate', 'post']","['korban', 'diselamatkan', 'sembuh', 'btw', 'kaleng', 'minuman', 'bersoda', 'diremastranslate']"
Mobil kaleng Tapi Mobil 7-seater dibawah 200 juta sekarang pilihannya cuma ini Sama Wuling Formo STranslate post,positif,"['mobil', 'kaleng', 'tapi', 'mobil', '7seater', 'dibawah', '200', 'juta', 'sekarang', 'pilihannya', 'cuma', 'ini', 'sama', 'wuling', 'formo', 'stranslate', 'post']","['kaleng', '7seater', 'juta', 'pilihannya', 'wuling', 'formo', 'stranslate']"
"emang dah makin tua kaya gw gini bawa mobil udah paling bener 100kmph aja max. terus sebelum pergi jauh cek ini itu dan yang paling penting tu ban asleee kempes ato ngga, botak apa ngga yang...",netral,"['emang', 'dah', 'makin', 'tua', 'kaya', 'gw', 'gini', 'bawa', 'mobil', 'udah', 'paling', 'bener', '100kmph', 'aja', 'max', 'terus', 'sebelum', 'pergi', 'jauh', 'cek', 'ini', 'itu', 'dan', 'yang', 'paling', 'penting', 'tu', 'ban', 'asleee', 'kempes', 'ato', 'ngga', 'botak', 'apa', 'ngga', 'yang']","['emang', 'tua', 'kaya', 'gw', 'gini', 'bener', '100kmph', 'max', 'pergi', 'tu', 'ban', 'asleee', 'kempes', 'ngga', 'botak', 'ngga']"
Tebak tagline yang benar dan menangkan 200 ribu saldo Astrapay untuk 4 orang yang beruntung! Syaratnya: - Follow @DaihatsuInd - RT & LIKE tweet ini - Reply jawaban sebanyak-banyaknya dengan...,netral,"['tebak', 'tagline', 'yang', 'benar', 'dan', 'menangkan', '200', 'ribu', 'saldo', 'astrapay', 'untuk', '4', 'orang', 'yang', 'beruntung', 'syaratnya', 'follow', 'rt', 'like', 'tweet', 'ini', 'reply', 'jawaban', 'sebanyakbanyaknya', 'dengan']","['ribu', 'astrapay', 'beruntung']"
"Udah mulai mudik, Sahabat? Selalu sedia minum sebelum terjebak macet pas adzan maghrib ya! ☝️Translate post",netral,"['udah', 'mulai', 'mudik', 'sahabat', 'selalu', 'sedia', 'minum', 'sebelum', 'terjebak', 'macet', 'pas', 'adzan', 'maghrib', 'ya', 'translate', 'post']","['mudik', 'sedia', 'minum', 'terjebak', 'macet', 'adzan', 'maghrib']"
Mobil Daihatsu Grand Max yang hangus terbakar dalam peristiwa kecelakaan maut di KM 58 jalan Tol Jakarta-Cikampek terungkap bernopol B-1635-BKT atas n...Translate post,negatif,"['mobil', 'daihatsu', 'grand', 'max', 'yang', 'hangus', 'terbakar', 'dalam', 'peristiwa', 'kecelakaan', 'maut', 'di', 'km', '58', 'jalan', 'tol', 'jakartacikampek', 'terungkap', 'bernopol', 'b1635bkt', 'atas', 'ntranslate', 'post']","['daihatsu', 'grand', 'max', 'hangus', 'terbakar', 'peristiwa', 'kecelakaan', 'maut', 'km', '58', 'tol', 'jakartacikampek', 'terungkap', 'bernopol', 'b1635bkt', 'ntranslate']"
"Dugaan sementara, sopir dan seluruh penumpang yang berada di dalam mobil Daihatsu Grand Max tidak ada yang selamat.Translate post",negatif,"['dugaan', 'sementara', 'sopir', 'dan', 'seluruh', 'penumpang', 'yang', 'berada', 'di', 'dalam', 'mobil', 'daihatsu', 'grand', 'max', 'tidak', 'ada', 'yang', 'selamattranslate', 'post']","['dugaan', 'sopir', 'penumpang', 'daihatsu', 'grand', 'max', 'selamattranslate']"
"Terjadi kecelakaan di KM 57 ruas Tol Jakarta-Cikampek (Japek) saat sedang diberlakukan rekayasa lalu lintas (lalin) contraflow pada hari ini, Senin (8/4/2024) pukul 07.25. Dua unit mobil pribadi...",negatif,"['terjadi', 'kecelakaan', 'di', 'km', '57', 'ruas', 'tol', 'jakartacikampek', 'japek', 'saat', 'sedang', 'diberlakukan', 'rekayasa', 'lalu', 'lintas', 'lalin', 'contraflow', 'pada', 'hari', 'ini', 'senin', '842024', 'pukul', '0725', 'dua', 'unit', 'mobil', 'pribadi']","['kecelakaan', 'km', '57', 'ruas', 'tol', 'jakartacikampek', 'japek', 'diberlakukan', 'rekayasa', 'lintas', 'lalin', 'contraflow', '842024', '0725', 'pribadi']"
Setiawan Budidarma Kaget Didatangi Polisi Pasca kecelakaan Tol Jakarta-Cikampek KM 58 Dirinya menegaskan tidak memiliki mobil daihatsu grandmax... jadi siapa yg keluarkan STNK an. Yanti Setiawan...,negatif,"['setiawan', 'budidarma', 'kaget', 'didatangi', 'polisi', 'pasca', 'kecelakaan', 'tol', 'jakartacikampek', 'km', '58', 'dirinya', 'menegaskan', 'tidak', 'memiliki', 'mobil', 'daihatsu', 'grandmax', 'jadi', 'siapa', 'yg', 'keluarkan', 'stnk', 'an', 'yanti', 'setiawan']","['setiawan', 'budidarma', 'kaget', 'didatangi', 'polisi', 'pasca', 'kecelakaan', 'tol', 'jakartacikampek', 'km', '58', 'daihatsu', 'grandmax', 'keluarkan', 'stnk', 'an', 'yanti', 'setiawan']"
"Penjualan Daihatsu Kuartal Pertama 2024 Ngegas, Gran Max Masuk Tiga Besar TerlarisTranslate post",positif,"['penjualan', 'daihatsu', 'kuartal', 'pertama', '2024', 'ngegas', 'gran', 'max', 'masuk', 'tiga', 'besar', 'terlaristranslate', 'post']","['penjualan', 'daihatsu', 'kuartal', 'ngegas', 'gran', 'max', 'terlaristranslate']"
"""Kuku dan Bibir Membiru, Ada Busa"", Ini Penyebab Kematian Wanita di Dalam Mobil Honda CR-VTranslate post",negatif,"['kuku', 'dan', 'bibir', 'membiru', 'ada', 'busa', 'ini', 'penyebab', 'kematian', 'wanita', 'di', 'dalam', 'mobil', 'honda', 'crvtranslate', 'post']","['kuku', 'bibir', 'membiru', 'busa', 'penyebab', 'kematian', 'honda', 'crvtranslate']"
Pertamina Bebastugaskan Pengemudi Honda HRV Meludah di JakselTranslate post,negatif,"['pertamina', 'bebastugaskan', 'pengemudi', 'honda', 'hrv', 'meludah', 'di', 'jakseltranslate', 'post']","['pertamina', 'bebastugaskan', 'pengemudi', 'honda', 'hrv', 'meludah', 'jakseltranslate']"
"1 Hari Menuju Hari Raya, Pererat tali persaudaraan, berbagi kebahagiaan, dan kebaikan dalam setiap langkah kita. Periksa kondisi kendaraan Anda dengan rutin di bengkel Resmi Hyundai, klik link...",positif,"['1', 'hari', 'menuju', 'hari', 'raya', 'pererat', 'tali', 'persaudaraan', 'berbagi', 'kebahagiaan', 'dan', 'kebaikan', 'dalam', 'setiap', 'langkah', 'kita', 'periksa', 'kondisi', 'kendaraan', 'anda', 'dengan', 'rutin', 'di', 'bengkel', 'resmi', 'hyundai', 'klik', 'link']","['pererat', 'tali', 'persaudaraan', 'berbagi', 'kebahagiaan', 'kebaikan', 'langkah', 'periksa', 'kondisi', 'rutin', 'bengkel', 'resmi', 'hyundai']"
"Selamat untuk para pemenang Gartic malam ini???? Hadiahnya berupa rumah 3 lantai, mobil wuling airev, dan vespa matic disponsori oleh @nctyuta95_ ????Translate post",positif,"['selamat', 'untuk', 'para', 'pemenang', 'gartic', 'malam', 'ini', 'hadiahnya', 'berupa', 'rumah', '3', 'lantai', 'mobil', 'wuling', 'airev', 'dan', 'vespa', 'matic', 'disponsori', 'oleh', 'translate', 'post']","['selamat', 'pemenang', 'gartic', 'hadiahnya', '3', 'lantai', 'wuling', 'airev', 'vespa', 'matic', 'disponsori']"
"Toyota HEV dilengkapi dengan kombinasi mesin bensin & motor listrik yang hadirkan efisiensi bahan bakar, & juga kenyamanan terbaik dalam berkendara seperti kabin yang lebih senyap dan luas!...",positif,"['toyota', 'hev', 'dilengkapi', 'dengan', 'kombinasi', 'mesin', 'bensin', 'motor', 'listrik', 'yang', 'hadirkan', 'efisiensi', 'bahan', 'bakar', 'juga', 'kenyamanan', 'terbaik', 'dalam', 'berkendara', 'seperti', 'kabin', 'yang', 'lebih', 'senyap', 'dan', 'luas']","['toyota', 'hev', 'dilengkapi', 'kombinasi', 'mesin', 'bensin', 'listrik', 'hadirkan', 'efisiensi', 'bahan', 'bakar', 'kenyamanan', 'terbaik', 'kabin', 'senyap', 'luas']"
"[VIDEO] Mobil Toyota 86 Gagal Drift Tabrak Starling Hingga Masuk Kolong Mobil, Polisi Angkat Bicara http://dlvr.it/T5GhXd #youtubeTranslate post",negatif,"['video', 'mobil', 'toyota', '86', 'gagal', 'drift', 'tabrak', 'starling', 'hingga', 'masuk', 'kolong', 'mobil', 'polisi', 'angkat', 'bicara', 'post']","['toyota', '86', 'gagal', 'drift', 'tabrak', 'starling', 'kolong', 'polisi', 'angkat', 'bicara']"
"https://twitter.com/showm4ker_/status/1777978599557193768?t=E6bVZbZIY665XgeuadUZ7w&s=19… Ya mau dibatasi kan jelas brand internasional. Brand internasional ya punya standar internasional mau dirakit di desa Lebak sekalipun. Liat aja mobil Toyota yang sekarang kita mulai export. Kan ga disuruh ganti nama ikut KBBI, ganti kualitas ikut KBBI.Translate post",netral,"['ya', 'mau', 'dibatasi', 'kan', 'jelas', 'brand', 'internasional', 'brand', 'internasional', 'ya', 'punya', 'standar', 'internasional', 'mau', 'dirakit', 'di', 'desa', 'lebak', 'sekalipun', 'liat', 'aja', 'mobil', 'toyota', 'yang', 'sekarang', 'kita', 'mulai', 'export', 'kan', 'ga', 'disuruh', 'ganti', 'nama', 'ikut', 'kbbi', 'ganti', 'kualitas', 'ikut', 'kbbitranslate', 'post']","['dibatasi', 'brand', 'internasional', 'brand', 'internasional', 'standar', 'internasional', 'dirakit', 'desa', 'toyota', 'export', 'disuruh', 'kbbi', 'kualitas', 'kbbitranslate']"
"Sopir Bus Primajasa, Heri menceritakan detik-detik menegangkan saat bus yang dikendarainya terlibat dalam kecelaka*n maut di Tol Jakarta-Cikampek KM 58 pada Senin (8/4) pagi. Adapun terdapat...",negatif,"['sopir', 'bus', 'primajasa', 'heri', 'menceritakan', 'detikdetik', 'menegangkan', 'saat', 'bus', 'yang', 'dikendarainya', 'terlibat', 'dalam', 'kecelakan', 'maut', 'di', 'tol', 'jakartacikampek', 'km', '58', 'pada', 'senin', '84', 'pagi', 'adapun', 'terdapat']","['sopir', 'bus', 'primajasa', 'heri', 'menceritakan', 'detikdetik', 'menegangkan', 'bus', 'dikendarainya', 'terlibat', 'kecelakan', 'maut', 'tol', 'jakartacikampek', 'km', '58', '84', 'pagi']"
"Sebelum mudik pastikan kondisi ban selalu dalam kondisi prima ya, Sahabat! #DaihatsuSahabatkuTranslate post",positif,"['sebelum', 'mudik', 'pastikan', 'kondisi', 'ban', 'selalu', 'dalam', 'kondisi', 'prima', 'ya', 'sahabat', 'post']","['mudik', 'pastikan', 'kondisi', 'ban', 'kondisi', 'prima']"
"Selamat libur Lebaran Sahabat! Daihatsu akan selalu ada untuk melayani kebutuhan servis Sahabat. Dengan 71 Bengkel Siaga yang tetap beroperasi, kami siap memberikan pelayanan terbaik buat Sahabat....",positif,"['selamat', 'libur', 'lebaran', 'sahabat', 'daihatsu', 'akan', 'selalu', 'ada', 'untuk', 'melayani', 'kebutuhan', 'servis', 'sahabat', 'dengan', '71', 'bengkel', 'siaga', 'yang', 'tetap', 'beroperasi', 'kami', 'siap', 'memberikan', 'pelayanan', 'terbaik', 'buat', 'sahabat']","['selamat', 'libur', 'lebaran', 'daihatsu', 'melayani', 'kebutuhan', 'servis', '71', 'bengkel', 'siaga', 'beroperasi', 'pelayanan', 'terbaik']"
"Swipe left untuk melihat daftar bengkel yang siap menemanimu selama liburan Lebaran! Selamat bermudik, Sahabat Daihatsu! #DaihatsuWeCare #DaihatsuSahabatkuTranslate post",netral,"['swipe', 'left', 'untuk', 'melihat', 'daftar', 'bengkel', 'yang', 'siap', 'menemanimu', 'selama', 'liburan', 'lebaran', 'selamat', 'bermudik', 'sahabat', 'daihatsu', 'post']","['swipe', 'left', 'bengkel', 'menemanimu', 'liburan', 'lebaran', 'selamat', 'bermudik', 'daihatsu']"
"5 Tipe Mobil Daihatsu Rocky Bekas 2021 Ini Dibanderol Mulai Rp 140 Jutaan, Cek Harga Jualnya per April 2024Translate post",netral,"['5', 'tipe', 'mobil', 'daihatsu', 'rocky', 'bekas', '2021', 'ini', 'dibanderol', 'mulai', 'rp', '140', 'jutaan', 'cek', 'harga', 'jualnya', 'per', 'april', '2024translate', 'post']","['tipe', 'daihatsu', 'rocky', 'bekas', '2021', 'dibanderol', 'rp', '140', 'jutaan', 'jualnya', 'april', '2024translate']"
"Mobil Daihatsu Terios Tempuh Ribuan Kilometer: Nyaman, Tangguh, dan Irit https://otomotif.solopos.com/mobil-daihatsu-terios-tempuh-ribuan-kilometer-nyaman-tangguh-dan-irit-1900118?utm_source=dlvr.i...",positif,"['mobil', 'daihatsu', 'terios', 'tempuh', 'ribuan', 'kilometer', 'nyaman', 'tangguh', 'dan', 'irit']","['daihatsu', 'terios', 'tempuh', 'ribuan', 'kilometer', 'nyaman', 'tangguh', 'irit']"
Mobil Daihatsu Grand Max yang terlibat kecelakaan di Tol Jakarta-Cikampek KM 58 diduga digunakan sebagai travel. Kapolri Jenderal Listyo Sigit Prabowo menyebut dugaan itu ada berdasarkan keterangan...,negatif,"['mobil', 'daihatsu', 'grand', 'max', 'yang', 'terlibat', 'kecelakaan', 'di', 'tol', 'jakartacikampek', 'km', '58', 'diduga', 'digunakan', 'sebagai', 'travel', 'kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'menyebut', 'dugaan', 'itu', 'ada', 'berdasarkan', 'keterangan']","['daihatsu', 'grand', 'max', 'terlibat', 'kecelakaan', 'tol', 'jakartacikampek', 'km', '58', 'diduga', 'travel', 'kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'menyebut', 'dugaan', 'berdasarkan', 'keterangan']"
Polisi Ungkap Nomor Mesin dan Rangka Gran Max Kecelakaan Tol Japek Sudah TerblokirTranslate post,negatif,"['polisi', 'ungkap', 'nomor', 'mesin', 'dan', 'rangka', 'gran', 'max', 'kecelakaan', 'tol', 'japek', 'sudah', 'terblokirtranslate', 'post']","['polisi', 'nomor', 'mesin', 'rangka', 'gran', 'max', 'kecelakaan', 'tol', 'japek', 'terblokirtranslate']"
"Kecelakaan di Sidrap, Mobil Honda Brio Menyerempet Tiga Kendaraan dan Warung #BNetworkTranslate post",negatif,"['kecelakaan', 'di', 'sidrap', 'mobil', 'honda', 'brio', 'menyerempet', 'tiga', 'kendaraan', 'dan', 'warung', 'post']","['kecelakaan', 'sidrap', 'honda', 'brio', 'menyerempet', 'warung']"
"Mobil Operasional Purel Sejujurnya ga ada perbedaan signifikan sih antara versi RS (Rodo Sport) & LCGC kecuali di sektor kenyamanan, kesenyapan & mesin Jadi, sebenernya Brio dikeluarin yg versi...",netral,"['mobil', 'operasional', 'purel', 'sejujurnya', 'ga', 'ada', 'perbedaan', 'signifikan', 'sih', 'antara', 'versi', 'rs', 'rodo', 'sport', 'lcgc', 'kecuali', 'di', 'sektor', 'kenyamanan', 'kesenyapan', 'mesin', 'jadi', 'sebenernya', 'brio', 'dikeluarin', 'yg', 'versi']","['operasional', 'purel', 'sejujurnya', 'perbedaan', 'signifikan', 'rs', 'rodo', 'sport', 'lcgc', 'kecuali', 'sektor', 'kenyamanan', 'kesenyapan', 'mesin', 'sebenernya', 'brio', 'dikeluarin']"
Pulang ke kampung halaman naik mobil Suzuki Untuk melepas rindu yang tak tertahankan Selamat Hari Raya Idul Fitri Suzuki Family Selalu waspada dan hati-hati di jalan ???Translate post,positif,"['pulang', 'ke', 'kampung', 'halaman', 'naik', 'mobil', 'suzuki', 'untuk', 'melepas', 'rindu', 'yang', 'tak', 'tertahankan', 'selamat', 'hari', 'raya', 'idul', 'fitri', 'suzuki', 'family', 'selalu', 'waspada', 'dan', 'hatihati', 'di', 'jalan', 'translate', 'post']","['kampung', 'halaman', 'suzuki', 'melepas', 'rindu', 'tertahankan', 'selamat', 'suzuki', 'family', 'waspada', 'hatihati']"
Absen dulu yang hari ini buka puasa pake ketupat sama opor ayam! ?? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #SmartMove #YourGearTranslate post,netral,"['absen', 'dulu', 'yang', 'hari', 'ini', 'buka', 'puasa', 'pake', 'ketupat', 'sama', 'opor', 'ayam', 'post']","['absen', 'buka', 'ketupat', 'opor', 'ayam']"
Lebaran semakin meriah dan memberikan ketenangan saat beribadah dan bersilaturahmi dengan mempersiapkan beberapa hal ini! THREAD #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #SmartMove #YourGear...,positif,"['lebaran', 'semakin', 'meriah', 'dan', 'memberikan', 'ketenangan', 'saat', 'beribadah', 'dan', 'bersilaturahmi', 'dengan', 'mempersiapkan', 'beberapa', 'hal', 'ini', 'thread']","['lebaran', 'meriah', 'ketenangan', 'beribadah', 'bersilaturahmi']"
"Mobil Terperosok ke Parit di Randublatung Blora, Diduga Akibat Sopir Mengantuk: Sebuah mobil Mitsubishi Mirage merah metalik dengan nopol H 1185 JF mengalami kecelakaan tunggal di jalan raya...",negatif,"['mobil', 'terperosok', 'ke', 'parit', 'di', 'randublatung', 'blora', 'diduga', 'akibat', 'sopir', 'mengantuk', 'sebuah', 'mobil', 'mitsubishi', 'mirage', 'merah', 'metalik', 'dengan', 'nopol', 'h', '1185', 'jf', 'mengalami', 'kecelakaan', 'tunggal', 'di', 'jalan', 'raya']","['terperosok', 'parit', 'randublatung', 'blora', 'diduga', 'akibat', 'sopir', 'mengantuk', 'mitsubishi', 'mirage', 'merah', 'metalik', 'h', '1185', 'jf', 'mengalami', 'kecelakaan', 'tunggal']"
"Jadi tunggu apalagi, saatnya miliki New Almaz RS Pro Hybrid sekarang dengan kunjungi link https://wuling.id/id/almaz?utm_source=twitter&utm_medium=tweet&utm_campaign=social%20media_new%20almaz%20rs...",netral,"['jadi', 'tunggu', 'apalagi', 'saatnya', 'miliki', 'new', 'almaz', 'rs', 'pro', 'hybrid', 'sekarang', 'dengan', 'kunjungi', 'link']","['miliki', 'almaz', 'rs', 'pro', 'hybrid', 'kunjungi']"
"Selamat Hari Raya Idul Fitri 1445 H. Mari kita rayakan Idul Fitri tahun ini dengan hati yang suci. Semoga kita semua diberkahi dengan nikmat di hari yang mulia ini. Mohon maaf lahir dan batin,...",positif,"['selamat', 'hari', 'raya', 'idul', 'fitri', '1445', 'h', 'mari', 'kita', 'rayakan', 'idul', 'fitri', 'tahun', 'ini', 'dengan', 'hati', 'yang', 'suci', 'semoga', 'kita', 'semua', 'diberkahi', 'dengan', 'nikmat', 'di', 'hari', 'yang', 'mulia', 'ini', 'mohon', 'maaf', 'lahir', 'dan', 'batin']","['selamat', '1445', 'h', 'rayakan', 'hati', 'suci', 'diberkahi', 'nikmat', 'mulia', 'maaf', 'lahir', 'batin']"
