tweet,sentiment
"Satu unit mobil Daihatsu Espass terbakar saat mengisi BBM di SPBU Kediri, Jawa Timur.Translate post",negatif
"- ""Tas kamu dimana?""",netral
Sudah saatnya untuk ngodein crush dengan beda!? Coba mention orangnya kalo berani? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,netral
"Kirim Mobil Toyota Yaris dari Makassar tujuan ke Surabaya dengan kapal roro estimasi pengiriman 2 hari. Ekspedisi Pengiriman Mobil FARHIYAtrans. Kirim mobil, truk, sepeda motor, alat berat...",netral
Daihatsu Indonesia Berharap Bisa Recall 90 Persen Xenia di Tahun Ini https://gooto.com/read/1845285/daihatsu-indonesia-berharap-bisa-recall-90-persen-xenia-di-tahun-ini?utm_source=Twitter&utm_mediu...,netral
"Selamat pagi kesayanganku, walaupun pagi ini mendung tapi wajah mu tetap cerah dan cantik, dan kamu siap menjadi mobil Honda yang siap menemai aktivitas aku 🫰Translate post",positif
"Pencapaian baru: dapat kiriman siaran pers mobil Hyundai. Agensi komunikasi ini unik. Mereka tak pernah mengirimkan informasi terkait perusahaan gawai berinisial H, tetapi justru siaran pers...",netral
"Hemat bahan bakar~ Dengan teknologi mild hybrid dan juga bahan bakar konvensional berpengaruh pada pemakaian bahan bakar yang tidak seboros mobil konvensional. Selain itu, Suzuki Ertiga Hybrid...",positif
"??Viral di media sosial mobil Mitsubishi Xpander seruduk kaca showroom mobil hingga hantam mobil Porsche 911 GT3 seharga Rp8,9 miliar. Dia yang nabrak kok kita yang lemesss ?Translate post",negatif
"Viral sebuah mobil Mitsubishi Xpander menabrak showroom. Apesnya, Xpander tersebut tidak hanya menabrak kaca showroom hingga pecah. Melainkam mobil Porsche GT3 yang sedang dipajang untuk dijual....",negatif
Mobil Mitsubishi Xpander berwarna hitam menabrak sebuah mobil Porsche 911 GT3 berwarna putih yang terparkir di dalam sebuah showroom.#newsupdate #update #news #textTranslate post,negatif
Showroom hancur usai Xpander tabrak Porsche seharga Rp9 miliar,negatif
"Cuaca akhir-akhir ini masih sering hujan nih! Buat kalian yang punya mobil Toyota dengan sunroof/panoramic roof, yuk perhatikan tips berikut ini agar supaya sunroof/panoramic roof tetap dapat...",netral
"Mobil Toyota Paling Banyak Dicuri di Jepang, Ternyata Ini Alasannya https://beritasatu.com/ototekno/2805155/mobil-toyota-paling-banyak-dicuri-di-jepang-ternyata-ini-alasannya?utm_source=dlvr.it&utm...",negatif
Ini Pemicu Kebakaran Mobil Daihatsu Espass di SPBU Kanigoro Kabupaten KediriTranslate post,negatif
? Kumpulan Link Alternatif Terupdate : ?: https://kilat.io/alexisvip ? Download APK Alexistogel ( Gratis ) : ?: https://kilat.io/alexisapk ? Scan Barcode Link & APK disni bosku...,netral
Mau kasih tips cuci mobil yg berkebalikan sama mimin @SuzukiIndonesia boleh?? tips merawat Interior ala Minnov A threadTranslate post,positif
Sebuah mobil Mitsubishi Xpander menabrak mobil Porsche di showroom mobil mewah di kawasan PIK 2. Tampak Porsche itu mengalami kerusakan pada bagian kap depan.Translate post,negatif
"Video yang memperlihatkan mobil Mitsubishi Xpander menabrak showroom di Pantai Indah Kapuk 2 di Tangerang. Mobil tersebut menyeruduk satu mobil Porsche yang terparkir di showroom, https://instagram...",negatif
"Kirim mobil Mitsubishi Xpander dari Denpasar Bali tujuan ke Surabaya dengan truk towing estimasi pengiriman 2 hari. Ekspedisi Pengiriman Mobil FARHIYAtrans. Kirim mobil, truk, sepeda motor,...",netral
"Insiden mengejutkan terjadi di showroom Ivan's Motor di Pantai Indah Kapuk (PIK) 2, Tangerang, ketika sebuah mobil Mitsubishi Xpander menabrak fasilit...Translate post",negatif
"Polisi sebut pemilik showroom porsche mengalami kerugian mencapai Rp 5,7 miliar usai tempat usahanya ditabrak mobil Mitsubishi Xpander.Translate post",negatif
"Belakangan tengan viral video menampilkan sebuah show room di wilayang Tangerang Kota yang rusak, bahkan ada satu unit mobil mewah pajangan show room tersebut yang ikut rusak akibat ditabrak...",negatif
"Beredar di media sosial sebuah video yang memperlihatkan mobil Mitsubishi Xpander menabrak mobil mewah Porsche 911 GT 3 di dalam sebuah showroom di PIK 2, Kosambi, Kabupaten Tangerang. Dalam...",negatif
Sopir Xpander Penabrak Mobil Porsche di Showroom PIK 2 Jadi TersangkaTranslate post,negatif
"Kronologi Sopir Xpander Tabrak Porsche Seharga Rp 8,9 M di Showroom PIK http://dlvr.it/T45TBN #NewsTranslate post",negatif
"Terungkap Sosok Sopir Xpander yang Tabrak Mobil Porsche di Tangerang, Begini Kondisinya https://travel.tribunnews.com/2024/03/15/terungkap-sosok-sopir-xpander-yang-tabrak-mobil-porsche-di-tangerang...",negatif
????? ??? ??????? ????? Pilihan Paket Kredit 1.Dp mulai Rp 34 Jutaan atau 2.Cicilan mulai Rp 5 Jutaan 3.Bunga mulai https://mitsubishisur...,netral
"GR Yaris atau Yaris GR? Entah gimana Toyota ngasih nama buat mobilnya selebgram kabupaten yang mulai naik daun ini, yang pasti antara GR Yaris & Yaris GR itu ibarat langit & bumi, wkwk Simplenya,...",netral
Ngayal dulu gak sih dapat kartu kesempatan gini. Reply jawaban Sahabat dong di bawah! #DaihatsuSahabatkuTranslate post,netral
Daihatsu Indonesia bidik pangsa pasar terbesar kedua 16 kali berturut-turut. #kumparanOTOTranslate post,positif
"Cari orderan makin maksimal, asal perawatan mobilnya juga optimal!? THREAD #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral
"Suzuki Siapkan 5 Mobil Baru, Harganya di Bawah Rp 180 Juta!Translate post",netral
Seorang pengendara Mobil Mitsubishi Xpander menabrak showroom mobil mewah di kawasan Pantai Indah Kapuk (PIK) 2. Apakah bisa ditanggung asuransi?Translate post,negatif
"Pemilik showroom mobil di Pantai Indah Kapuk (PIK) 2 mengalami kerugian mencapai Rp 5,7 miliar usai tempat usahanya ditabrak mobil Mitsubishi Xpander yang dikemudikan oleh JS. | #Xpander #PorscheTr...",negatif
"Belakangan ini, media sosial dibuat geleng-geleng dengan adanya video viral kecelakaan yang melibatkan mobil Mitsubishi Xpander menabrak sebuah showroom mewah termasuk unit mobil yang dipajang...",negatif
"Kasus Xpander Tabrak Porsche di Showroom Mobil Mewah, Kerugian Rp 5,7 MiliarTranslate post",negatif
Harusnya setelah ini penjualan Mitsubishi meningkat. Habis bikin Porsche sampe babak belur ?? Porsche siap-siap diketawain LamboTranslate post,negatif
"Mobil Toyota Alphard: Sudah Merepotkan, Mobil Ini Juga Memuat Kebohongan Besar Soal Privilege #TerminalMojokTranslate post",negatif
"Ramadan telah tiba. Pada masih semangat kerja, kan? ?Translate post",positif
Pas puasa... Lihat kanebo kaya liat dadar gulung Lihat kuncir rambut kaya liat donat Lihat sabun pel kaya liat es sirup ? Ada lagi ngga versi Sahabat yang bikin salah fokus? Drop di kolom reply ya!,netral
? Tebak-tebakan! Aku punya 4 kaki tapi tidak bisa berjalan. Siapa aku?Translate post,netral
"Kelemahan Mobil Daihatsu Sigra yang Wajib Kalian Pahami sebelum Membelinya, Salah Satunya Mesin yang Terlalu Nanggung! #TerminalMojokTranslate post",negatif
Mau beli mobil Daihatsu bekas dengan harga yang sesuai kondisi kendaraannya? Sini ikutin tips nego harganya di artikel kali ini: https://tehgilang.com/tips-nego-harga-mobil-daihatsu-bekas/…...,netral
"Kirim mobil Honda BRV dari Samarinda tujuan ke Surabaya dgn kapal roro dan driving estimasi pengiriman 2-4 hari. Ekspedisi Pengiriman Mobil FARHIYAtrans. Kirim mobil, truk, sepeda motor, alat...",netral
Pengemudi mobil Mitsubishi Xpander yang menyeruduk mobil Porsche ternyata negatif narkoba. Ini beberapa faktanya. #portalyogya #Porsche #Mitsubishi #XpanderTranslate post,negatif
Penawaran Penjualan Istimewa Unit Mobil Mitsubishi Motors Maret 2024 https://independenmedia.id/iptek/27612180001/penawaran-penjualan-istimewa-unit-mobil-mitsubishi-motors-maret-2024… #mitsubishi,positif
"BRAthers berikut Jadwal Imsakiyah untuk wilayah Jakarta, Lampung, Magelang, & Denpasar Bali.✨ Selamat Menunaikan Ibadah puasa untuk BRAthers & keluarga yang menjalankan. Jangan lupa bawa...",netral
"beberapa kali ketemu mobil wuling listrik kuecil gitu, harganya berapaan ya? siapa tau affordableTranslate post",netral
"14 Ketua Komunitas Mobil Toyota Ngumpul di Bogor, Ada Apa Nih?Translate post",netral
"Ngga cuma manusia yang butuh 4 sehat 5 sempurna, tapi mobil juga. Setuju ngga? Pastikan untuk selalu cek berkala kondisi kendaraan Sahabat di bengkel resmi Daihatsu agar selalu dalam keadaan...",netral
dan Surat Pengambilan Barang Bukti dari Kejaksaan Negeri Kulon Progo Nomor Print : 444/M.4.14/Eoh.3/03/2024; 05/03/2024. Kegiatan pengeluaran ini berupa satu unit mobil Daihatsu Ayla warna...,netral
Brio Masih Kuasai Penjualan Ritel Mobil Honda pada Februari 2024Translate post,positif
"Top!! Teknisi Sepeda Motor Honda Indonesia Sukses Sabet Gelar Terbaik Dunia, Buruan ServisTranslate post",positif
New Post: CarPlay Nirkabel kini diluncurkan ke lebih banyak mobil Hyundai dan Kia… semacam itu https://buff.ly/47rA9ayTranslate post,netral
?ADA GIVEAWAY ABANGKUHH? Ada yang tau mana transmisi Auto Gear Shift (AGS)?? Coba jawab di-reply dan jangan lupa baca syaratnya dulu di bawah ini! Syarat dan ketentuan: 1. Pastikan...,positif
"Cek tekanan ban~ Cara mengatasi setir mobil yang berat ini tidak membutuhkan waktu yang lama dan juga memiliki keuntungan lain dari sisi keselamatan. Sebab, ketika ban kempis juga dapat memicu...",positif
"Pasti udah pada tahu kan kalau Toyota memiliki kendaraan elektrifikasi yang lengkap? Mulai dari HEV, PHEV & BEV. Apa yang membedakan ketiganya? Tonton konten ini sampai habis ya! Mana kendaraan...",netral
"Toyota Indonesia berencana meluncurkan prroduk berteknologi BEV, HEV, dan PHEV baru dalam dua tahun ini.Translate post",positif
"#TODAYSHEADLINE : Sopir Ngantuk, Dua Mobil Adu Banteng di Jalan Jogja-Wonosari hingga Ringsek (VIA : https://tinyurl.com/2p964b62) #GMYTranslate post",negatif
A Daihatsuquiz#,negatif
CUCI GUDANG MOBIL nik 2023 ❗️Cash / Credit ❗️Tukar Tambah ❗️Proses leasing Cepat ❗️Tanda Jadi CUKUP 3jt ❗️READY UNIT TEST DRIVE ❗️Nego sampai deal Info : https://wa.me/62813...,netral
Selain memiliki tipe dengan pilihan 6-seater. STARGAZER juga memiliki pilihan 7-seater. 7-seater dapat menjadi pilihan untuk Anda yang bepergian dengan keluarga besar. Dengan pengaturan kursi...,netral
"5 Rekomendasi Mobil Hyundai Terbaru 2024, Bisa untuk Mudik https://otomotif.tempo.co/read/1846898/5-rekomendasi-mobil-hyundai-terbaru-2024-bisa-untuk-mudik?utm_source=Twitter&utm_medium=dlvr.it…...",positif
"Bawa pulang langsung mobil hyundai waktu lebaran, Bisa banget! lagi ada promo special nih. langsung test drive dan nikmati langsung bonusnya, sebelum kehabisan ? Info selanjutnya Hubungi:...",positif
Pengalaman Permasalahan Terbakarnya Mobil Suzuki Carry yang Baru Empat Bulan PakaiTranslate post,netral
(((PASTI UNTUNG DAN AMAN))) Ini nih manfaat kalau kamu pakai sparepart asli!? THREAD #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,positif
"Ketika gak bisa ikut nongki bareng teman, karena mesti service bulanan: #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral
"Kirim mobil Suzuki Grand Vitara dari Balikpapan tujuan ke Surabaya dgn kapal roro estimasi pengiriman 2 hari. Ekspedisi Pengiriman Mobil FARHIYAtrans. Kirim mobil, truk, sepeda motor, alat...",netral
"HaIo Sahabat http://Kompas.com! Hari ini, desk Megapolitan kembali lagi di Obrolan Newsroom untuk membahas isu-isu terkini di Jakarta dan sekitarnya. Berikut isu yang dibahas.. 1. Tiga partai...",netral
"Daftar Harga Mobil Wuling Almaz Hybrid, SUV Canggih dan Ramah LingkunganTranslate post",netral
"Meriahkan bulan Ramadan ini, #WulingMotors gelar pameran 'Ramadan Sale' dg banyak promo*! Siap menyambut lebaran, Wuling di bulan Ramadan ini spesial mengadakan pameran 'Ramadan Sale' dg hadirkan...",positif
"Pastikan Anda tidak melewatkan kesempatan emas ini & miliki segara mobil Wuling impian Anda utk kenyamanan lebaran nanti! Yuk, kunjungi booth #WulingMotors: ?Laguna Atrium, GF, Central Park...",positif
"Toyota Friends, kadang ada-ada aja ya momen krusial yang bikin susah nahan godaan dikala puasa… Kalau kalian gimana, Toyota Friends? Momen apa yang bikin kalian susah banget nahan godaan...",netral
Toyota Indonesia Siap Kembangkan Pasar ElektrifikasiTranslate post,positif
Kalau aku...Translate post,netral
liat jihoon kaya liat pacarkuTranslate post,netral
"Kamu bisa tukar mobil lama kamu dengan mobil Hyundai impian, dapatkan berbagai penawaran menariknya. Yuk, kunjungi Pesta Trade-in Hyundai yang berlangsung hanya di 22-24 Maret 2024 aja! #Hyundai...",positif
P P Butuh mobil dengan teknologi futuristik dan fitur pintar buat persiapan mudik kamu bareng keluarga?? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,netral
"Yuk, rasakan #BinguoMoment kamu & jadi Icon pas lebaran bersama #BinguoEV! Daftar test drive skrg di http://bit.ly/TESTDRIVEWULING_TW…, sekaligus ikutan 'Experience The Test Drive with BinguoEV'...",netral
"Sobat Shopee, jangan lewatkan Flash Sale MOBIL TOYOTA AGYA seharga Rp1 bersama Mami Louisse, tanggal 24 Maret mulai pukul 20.00 WIB di Shopee LIVE & TV kesayangan kamu! ✨ Langsung aja pasang...",netral
"Mulai dari balapan hingga menggulingkan pemerintahan resmi di suatu negara, mobil Toyota dapat melakukan segalanya ?Translate post",negatif
"Berita populer kumparanOTO, Rabu (20/3) pesanan Subaru BRZ di Indonesia membeludak, Toyota Indonesia ingin punya varian hybrid pada setiap produknya. #kumparanOTOTranslate post",positif
"Berakit-rakit ke hulu, berenang-renang ke tepian... Ikut komen dulu, eh menang kemudian! Selamat ya buat 3 pemenang di bawah ini yang mendapatkan saldo Astrapay sebesar Rp100.000! @hanifa_zaa...",positif
Selamat untuk keempat pemenang yang beruntung mendapatkan saldo Astrapay Rp50.000! @nisa_mfd @NineNne99 @yuniarsene @RinaldiRiz Silakan DM Daimin untuk klaim hadiahnya ya! ?Translate post,positif
Selama ini liat mobil senyum semua. Cuma Terios yang tampak depannya kaya: ?Translate post,positif
"Kirim mobil Honda HRV dari Surabaya tujuan ke Kumai Pangkalan Bun dengan kapal roro estimasi pengiriman 2 hari. Pengiriman Mobil FARHIYAtrans. Kirim mobil, truk, sepeda motor, alat berat dan...",netral
TAK KENAL MAKA TAK SAYANG~ Makanya kenalan sama fitur-fitur keselamatan dari Suzuki Baleno kalau kamu beneran sayang sama keluarga☝??‍?‍?‍? #Suzuki #SuzukiIndonesia #SuzukiTe...,netral
"Pengunjung pameran pun dpt merasakan pengalaman berkendara mobil Wuling dg 5 unit yg tersedia di area test drive, terdiri dari 2 unit #BinguoEV, 1 unit #Airev, 1 unit #NewAlmazRSProHybrid &...",positif
"Sobat Shopee, Mami Louisse Scarlett bakalan LIVE 38 JAM cuma di Shopee LIVE! ? Mulai tanggal 24 Maret, pukul 10.00 WIB, Mami Louisse bakalan bagi-bagi promo FLASH SALE Rp1 buat puluhan iPhone...",netral
Dapatkan Mobil Daihatsu Baru dengan Promo Menarik di SEVA!Translate post,positif
"Program Tukar Tambah Mobil Hyundai Selama Ramadan, DP Rp 24 Juta https://gooto.com/read/1848302/program-tukar-tambah-mobil-hyundai-selama-ramadan-dp-rp-24-juta?utm_source=Twitter&utm_medium=dlvr.it...",netral
"Nikmati beragam penawaran produk pembiayaan sesuai kebutuhan Anda. Yuk cek langsung terkait produk pembiayaan khusus untuk pembelian mobil Hyundai, lewat Hyundai Finance di myHyundai App! #myHyunda...",positif
"POV lebaran di depan mata, tapi THR belum keliatan hilalnya: #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral
"Perhatikan saat melepas kopling~ Agar mobil mampu tetap melaju saat diisi muatan penuh dengan beban yang amat berat, lepas kopling secara perlahan.Translate post",netral
"Selain hadir di booth Wuling Ramadan Sale, Anda juga bisa test drive mobil Wuling dan ada juga promo menarik* yang cuma bisa Anda dapatkan selama pameran berlangsung! #WulingMotors #DriveForABetter...",netral
"bayangin punya mobil wuling imut kecil warna pink, pagi2 ngejim or pilates cantik terus balik rumah bersih2 mandi trs ke bakery shop sendiri ngurus toko.. kayanya tentram banget hidup kekgituTransl...",netral
"Mudik bersama Toyota, banyak hadiahnya! Pada momen lebaran kali ini, Toyota membuka 13 Toyota Posko Siaga dan 297 Toyota Bengkel Siaga! Yuk bagikan momen mudik di Toyota Posko Siaga atau bengkel...",positif
guys spesial hari ini ada mobil toyota agya cuma 1 rupiah loh guys co sebanyak-banyaknya buat lebaran yuk! https://shope.ee/6AGxobgm7H #MobilAgyaRp1diShopeeLiveTranslate post,positif
"Kirim mobil Toyota Rush dari Malili Luwu Timur tujuan ke Kediri dengan kapal roro dan driving estimasi pengiriman 4-5 hari. Pengiriman Mobil FARHIYAtrans. Kirim mobil, truk, sepeda motor, alat...",netral
Detik² oknum polisi melakukan penembakan ke debt collector. Peristiwa berawal korban bersama tim debt collector sedang berada di area parkiran mal PSX Palembang. Kemudian bertemu dengan FAN...,negatif
"Kecelakaan lalu lintas terjadi di kawasan PIK 2, Kosambi, Kabupaten Tangerang, hingga menyebabkan dua orang meninggal dunia. Kapolres Metro Tangerang Kota, Kombes Pol Zain Dwi Nugroho mengatakan,...",negatif
Indikator bensin udah kedip2 tp gk nemu2 kang jual bensin ecerTranslate post,netral
"(((Jangan parkir sembarangan, kalo kamu sayang sama kendaraan))) Nih tips parkir aman agar terhindar dari kerusakan!☝? THREAD #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate...",positif
"Nah, kalau mobil Wuling yang cocok untuk lebaran kamu nanti apa? Yuk tulis di kolom komentar! #WulingMotors #DriveForABetterLife #DriveForAGreenLife #Airev #BinguoEV #CloudEV #NewAlmazRSProHybrid...",netral
"Yuk, test drive mobil #WulingMotors di pameran Wuling Ramadan Sale ? Selama di Central Park Mall, tersedia lini produk test drive mulai dari #BinguoEV, #Airev, #Alvez & #NewAlmazRSProHybrid....",netral
Kini giliran kamu rasakan #BinguoMoment bersama mobil listrik Wuling BinguoEV dengan Test Drive sekarang di http://bit.ly/TESTDRIVEWULING_TW…! #WulingMotors #DriveForABetterLife #BinguoEV...,netral
bayangin dulu dapet mobil toyota calya? pokoknya usaha dulu stay di shopee live spesial Promo Big Ramadan Sale MALAM INI JAM 8 MALAM! Set reminder di sini: https://shope.ee/6AGxobgm7H #MobilAgya...,netral
"kapan lagi bisa dapet mobil toyota agya cuma rp 1? tapi ga cuma itu, kalian juga bisa dapetin honda vario, honda beat sama samsung s23 fe cuma rp 1 aja di shopee live spesial big ramadan sale...",positif
"ada kabar baik nih, kita bisa dapetin mobil toyota agya, honda brio sama motor yamaha nmax seharga 1 rupiah ajaa! jangan sampe kelewatan nonton #ShopeeLiveMobilBrioRp1 di shopee live dan tv...",positif
bisa bisanya ada mobil toyota agya cuma rp 1 ?cuma ada di shopee live spesial Promo Big Ramadan Sale MALAM INI JAM 8 MALAM! Gila sih langsung klik di sini: https://shope.ee/6AGxobgm7H #MobilAgya...,positif
"udah pada tahu dong kalo bakalan ada mobil toyota agya, honda brio, motor yamaha nmax seharga 1 rupiah! jangan lewatkan deh hari ini 25 maret di shopee live dan tv kesayanganmu mulai jam 20.00...",positif
Daftar Harga Mobil Toyota Alphard Hybrid Terbaru 2024,netral
"gilasih #ShopeeLiveMobilBrioRp1 bagi bagi hadiah, ada Mobil Toyota Agya, honda brio, Motor Yamaha Nmax seharga 1 RUPIAH! Cuman di 25 Maret shopee live dan TV kesayanganmu mulai jam 20.00 WIB...",positif
"siapa sih yg gamau banget dapetin mobil toyota agya, honda brio, motor yamaha nmax seharga 1 rupiah! pokoknya aku siap buat nonton shopee live dan tv kesayangan mulai jam 20.00 wib 25 maret!...",positif
"GR Garage tak cuma layani pasang aksesori resmi, terima servis reguler mobil Toyota. #kumparanOTO",positif
Bagi yang ingin membeli mobil Hyundai untuk mudik Lebaran bisa langsung dibawa pulang saat ini juga.Translate post,positif
Momen paling ditunggu di bulan Ramadan! Kapan Lagi sih bisa beli 1 unit mobil Hyundai Creta Trend IVT Putih di tanggal 24 Maret jam 20.00 WIB & motor Nmax hitam tanggal 26 - 28 Maret jam 24.00...,positif
Polisi menetapkan perempuan pengemudi mobil Mitsubishi Pajero sebagai tersangkaTranslate post,negatif
"Polisi menetapkan wanita inisial FN (28), pengemudi mobil Mitsubishi Pajero pemicu kecelakaan maut di PIK 2, Kabupaten Tangerang, sebagai tersangka.Translate post",negatif
"Hai @inguskumeler @rioagustio_ @brgtsh @kireifeline @adevavade . Selamat, kamu terpilih sebagai pemenang AUTO Quiz All New Yaris Cross HEV. Mohon melakukan konfirmasi dengan mengirim pesan...",positif
gak bakalan nolak nih untuk bisa mendapatkan mobil toyota agya dan hadiah lain nya ingat tanggal 25 maret ada yg spesial nih #ShopeeLiveMobilBrioRp1 mulai jam 20:00 jangan sampai terlewatkan...,positif
"Mantep banget ada #ShopeeLiveMobilBrioRp1 juga ada Mobil Toyota Agya, honda brio, Motor Yamaha Nmax seharga 1 RUPIAH! Nantikan 25 Maret shopee live dan TV kesayanganmu mulai jam 20.00 WIB di...",positif
"9h. kapan lagi sih guys bisa dapetin #ShopeeLiveMobilBrioRp1? ada mobil toyota agya, motor yamaha nmax seharga rp1 juga nih! jangan kelewatan harus nonton (@) on X Absen dulu yang udah siap ikutan  Flash Sale #ShopeeLiveMobilBrioRp1 ???",positif
"RESTOCK LAGI UNIT TDP Rp 10.000,- (sepuluh ribu rupiah) Ada Avanza, Innova, Calya, Agya, Ayla, CRV, dan lainnya langsung cek ke list unitnya di https://caroline.id/promo/promo-cuci-gudang-lebaran...",netral
Sepeda motor korban menabrak bagian belakang mobil Daihatsu Granmax yang mengerem mendadak.Translate post,negatif
Menjelajah Gua Jolotundo Gunung Lawu yang keramat,netral
https://x.com/celia_finance//Celia_Finance/status/1788833869111701780?t=ljezpF1Y5oiI3RFnm9o_jw&s=19… #Celia,netral
"Sobat Shopee, NANTIKAN Flash Sale Rp1 MOBIL HONDA BRIO, TOYOTA AGYA, & MOTOR YAMAHA NMAX bersam Raffi Ahmad ? Tanggal 25 Maret, MALAM INI mulai pukul 20:00 WIB HANYA di Shopee LIVE & TV...",netral
"Pengemudi mobil Honda Accord mengalami kecelakaan tunggal di Jalan Pajajaran, Kota Bogor. Korban, wanita berinisial W (22) mengalami sesak napas hingga mobilnya menabrak median jalan. BEL Selengkap...",negatif
Info yang punya mobil honda freed warna putih dong mau buat syuting habis lebaran di JogjaTranslate post,netral
"MALAM INI mulai pukul 20.00 WIB akan ada Flash Sale RP1 Mobil Honda Brio, Mobil Toyota Agya, Motor Yamaha NMax bersama Raffi Ahmad di Shopee Live & TV kesayangan kamu! ? Pasang pengingat...",positif
Kereta Api (KA) Argo Semeru relasi Surabaya – Gambir terlibat kecelakaan dengan mobil Suzuki Carry warna merah Nopol N 1157 XL di perlintasan tidak terjaga neumedia.id (@Neumedia_id) on X Portal Media Online,negatif
"Yuk, rasakan kenyamanan & kemudahan mobil listrik Wuling Air ev yang easy ini! Test drive & miliki sekarang dengan klik http://bit.ly/KONSULTASIPEMBELIANWULING_TW…! #WulingMotors #DriveForABetter...",positif
"PALEMBANG, http://PALTV.CO.ID - Kecelakaan lalu lintas beruntun antara sebuah mobil Toyota Innova Reborn dengan tiga sepeda motor terjadi di Jalan Demang Lebar Daun, tepatnya di depan Penerbit...",negatif
"Cek Harga Mobil Bekas Toyota Sienta Tahun 2018 per Maret 2024, Cocok untuk MudikTranslate post",netral
"Daftar Harga Mobil Daihatsu Ayla Terbaru Maret 2024, Cek di Sini!",netral
Polsek Kelapa Evakuasi Laka Lantas Di Desa Kacung Kecelakaan lalu lintas ini di alami oleh Sepeda Motor Yamaha Xeon warna Biru dengan Mobil Daihatsu Granmax Blindvan warna Putih serta mobil...,negatif
"Sapi milik warga Desa Bendosewu, Kecamatan Talun Kabupaten Blitar hilang dicuri. Pencuri itu diduga menggunakan mobil Daihatsu Gran Max untuk angkut sapi?Translate post",negatif
"Berdasarkan video dan foto di media sosial, truk yang membawa furnitur dan truk berukuran sedang terguling. Airbag mobil Hyundai juga pecah.Translate post",negatif
Rule #1 ketika nyetir pas jam pulang kantor di bulan Ramadan: *Jangan emosi* *Jangan emosi* *Jangan emosi* *Jangan emosi* *Jangan emosi* *Jangan emosi* #Suzuki #SuzukiIndonesia #SuzukiTeManBerkenda...,netral
"Faktor yang lainnya, mungkin karena sahurnya belum kena kopi bikinan istri?Translate post",netral
Penyebab mata terasa berat saat nyetir di bulan Ramadan! THREAD #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,netral
"? TW / Kekerasan udh pd liat blm? menurut kalian yg salah siapa?? Mobil suzuki swiftnya nyolot bgt, kyknya yg nyetir bocil gksih?????? mobilnya ancur bgt kacanyaTranslate post",negatif
Pelaku Penggelapan Mobil Mitsubishi Xpander Diciduk PolisiTranslate post,negatif
"Truk Tabrak Avanza di Madiun, Warga Ponorogo Meninggal. ? Truk logistik nopol L 8774 UU terlibat kecelakaan dengan mobil Toyota Avanza di Jalan Raya Madiun-Surabaya, masuk Desa Garon, Kecamatan...",negatif
Daihatsu Indonesia · @DaihatsuInd. ·. May 17. Pilih jawaban yang bener dan akan ada 200 ribu saldo Astrapay untuk 4 orang yang beruntung! Syaratnya: - Follow. Muslim.Daeng (@InhiLku) on X Pertanian adalah tulang punggung. Jayalah Petani Indonesia...,netral
Presiden Direktur Honda Indonesia yang baru janji bakal bawa mobil hybrid baru.Translate post,netral
"Dalam hati: ""Ini opini gue keren banget nih. Ayo mana lo lo buzzer transum! Tantang fakta yang gue kasih nih!""Translate post",netral
"Lima mobil terlibat kecelakaan beruntun di Tol Halim Utama dari arah Bekasi ke Tol Dalam Kota, Jakarta Timur, Rabu (27/3/2024). Traffic Management Center Polda Metro Jaya mengatakan tak ada...",negatif
"?Beredar sebuah video momen sebelum kejadian kecelakaan beruntun di Gerbang Tol (GT) Halim Utama, Jakarta Timur, Rabu (27/3/2024) pagi. Sopir berinisial MI (18) terlihat menabrak sebuah...",negatif
Truk merah yang dikemudikan pria berusia 18 tahun itu diketahui terlibat senggolan dengan mobil Mitsubishi Xpander Cross dan Honda Brio.Translate post,negatif
Karena kelakuan driver-driver kaya merekalah yang bikin gua males beli mobil-mobil Mitsubishi. Selain karena emang duitnya belum ada.Translate post,negatif
"Daftar Harga Mobil Wuling Almaz RS Pro Hybrid, Lengkap dengan Spesifikasinya",netral
"Bos Honda Ngaku Tak Kaget Penjualan Mobil RI Drop, Begini AlasannyaTranslate post",negatif
"Hi, #HyundaiLovers! Interior pada IONIQ 6 dirancang menggunakan bahan yang ramah lingkungan secara inovatif, pemanfaatan material yang ramah lingkungan, mempertegas IONIQ 6 sebagai mobil listrik...",positif
"? Kecelakaan Gerbang Tol Halim Utama Sopir truk yang menyebabkan kecelakaan beruntun di Gerbang Tol Halim Utama pada Rabu (27/3/2024), M. Isnem (18), menyatakan siap bertanggung jawab dengan...",negatif
Selamat Memperingati Jumat Agung bagi yang merayakan. ✨ Semoga cinta kasih dari Tuhan menyertaimu di Jumat yang Agung ini. #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,positif
